Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Model-Based Systems Engineering","Requirements Engineering: Laying a Firm Foundation","","","","10.1007/978-3-030-91077-8_17","James A. CrowderCurtis W. Hoff","2022","http://link.springer.com/chapter/10.1007/978-3-030-91077-8_17","Chapter"
"Information and Communication Technology for Competitive Strategies (ICTCS 2021)","Lecture Notes in Networks and Systems","","","","10.1007/978-981-19-0095-2","Dr. Amit JoshiDr. Mufti MahmudDr. Roshan G. Ragel","2023","http://link.springer.com/book/10.1007/978-981-19-0095-2","Book"
"Computational Science and Its Applications – ICCSA 2022","Lecture Notes in Computer Science","","","","10.1007/978-3-031-10522-7","Prof. Dr. Osvaldo GervasiBeniamino MurganteEligius M. T. HendrixDavid TaniarProf. Bernady O. Apduhan","2022","http://link.springer.com/book/10.1007/978-3-031-10522-7","Book"
"Service Oriented, Holonic and Multi-agent Manufacturing Systems for Industry of the Future","Studies in Computational Intelligence","","","","10.1007/978-3-030-99108-1","Prof. Theodor BorangiuProf. Damien TrentesauxProf. Paulo LeitãoProf. Olivier CardinProf. Laurent Joblot","2022","http://link.springer.com/book/10.1007/978-3-030-99108-1","Book"
"Organizing the fragmented landscape of multidisciplinary product development: a mapping of approaches, processes, methods and tools from the scientific literature","Research in Engineering Design","","33","3","10.1007/s00163-022-00389-w","Julia GuérineauMatthieu BricogneLouis RivestAlexandre Durupt","2022","http://link.springer.com/article/10.1007/s00163-022-00389-w","Article"
"Requirements Engineering: Foundation for Software Quality","Lecture Notes in Computer Science","","","","10.1007/978-3-030-98464-9","Vincenzo GervasiAndreas Vogelsang","2022","http://link.springer.com/book/10.1007/978-3-030-98464-9","Book"
"Intelligent Computing","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-10464-0","Prof. Dr. Kohei Arai","2022","http://link.springer.com/book/10.1007/978-3-031-10464-0","Book"
"Engineering Multi-Agent Systems","Lecture Notes in Computer Science","","","","10.1007/978-3-030-97457-2","Natasha AlechinaMatteo BaldoniBrian Logan","2022","http://link.springer.com/book/10.1007/978-3-030-97457-2","Book"
"Proceedings of the 5th International Conference on Electrical Engineering and Information Technologies for Rail Transportation (EITRT) 2021","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-16-9909-2","Jianying LiangLimin JiaYong QinZhigang LiuLijun DiaoMin An","2022","http://link.springer.com/book/10.1007/978-981-16-9909-2","Book"
"Proceedings of 2021 Chinese Intelligent Systems Conference","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-16-6320-8","Prof. Yingmin JiaProf. Weicun ZhangProf. Yongling FuProf. Zhiyuan YuProf. Song Zheng","2022","http://link.springer.com/book/10.1007/978-981-16-6320-8","Book"
"Improving the Model-Based Systems Engineering Process","Ernst Denert Award for Software Engineering 2020","","","","10.1007/978-3-030-83128-8_12","Michael von Wenckstern","2022","http://link.springer.com/chapter/10.1007/978-3-030-83128-8_12","Chapter"
"Artificial Intelligence and Security","Lecture Notes in Computer Science","","","","10.1007/978-3-031-06791-4","Prof. Dr. Xingming SunProf. Xiaorui ZhangZhihua XiaProf. Dr. Elisa Bertino","2022","http://link.springer.com/book/10.1007/978-3-031-06791-4","Book"
"Advanced Intelligent Systems for Sustainable Development (AI2SD’2020)","Advances in Intelligent Systems and Computing","","","","10.1007/978-3-030-90633-7","Janusz KacprzykDr. Valentina E. BalasProf. Mostafa Ezziyyani","2022","http://link.springer.com/book/10.1007/978-3-030-90633-7","Book"
"Handbook of Cell Biosensors","","","","","10.1007/978-3-030-23217-7","Prof. Gérald Thouand","2022","http://link.springer.com/referencework/10.1007/978-3-030-23217-7","ReferenceWork"
"Database Systems for Advanced Applications. DASFAA 2022 International Workshops","Lecture Notes in Computer Science","","","","10.1007/978-3-031-11217-1","Uday Kiran RageAssoc. Prof. Vikram GoyalProf. P. Krishna Reddy","2022","http://link.springer.com/book/10.1007/978-3-031-11217-1","Book"
"Handbook of Climate Change Mitigation and Adaptation","","","","","10.1007/978-3-030-72579-2","Dr. Maximilian LacknerDr. Baharak SajjadiDr. Wei-Yin Chen","2022","http://link.springer.com/referencework/10.1007/978-3-030-72579-2","ReferenceWork"
"Intelligent Systems and Sustainable Computing","Smart Innovation, Systems and Technologies","","","","10.1007/978-981-19-0011-2","Dr. V. Sivakumar ReddyDr. V. Kamakshi PrasadDr. D. N. Mallikarjuna RaoDr. Suresh Chandra Satapathy","2022","http://link.springer.com/book/10.1007/978-981-19-0011-2","Book"
"Digital Technologies and Applications","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-02447-4","Prof. Saad MotahhirDr. Badre Bossoufi","2022","http://link.springer.com/book/10.1007/978-3-031-02447-4","Book"
"XXVII Brazilian Congress on Biomedical Engineering","IFMBE Proceedings","","","","10.1007/978-3-030-70601-2","Teodiano Freire Bastos-FilhoEliete Maria de Oliveira CaldeiraDr. Anselmo Frizera-Neto","2022","http://link.springer.com/book/10.1007/978-3-030-70601-2","Book"
"Advanced Information Networking and Applications","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-99587-4","Prof. Dr. Leonard BarolliProf. Farookh HussainProf. Tomoya Enokido","2022","http://link.springer.com/book/10.1007/978-3-030-99587-4","Book"
"Handbook of Experimental Structural Dynamics","","","","","10.1007/978-1-4614-4547-0","Randall AllemangPeter Avitabile","2022","http://link.springer.com/referencework/10.1007/978-1-4614-4547-0","ReferenceWork"
"Design Methodology for Future Products","","","","","10.1007/978-3-030-78368-6","Prof. Dr. Dieter KrauseEmil Heyden","2022","http://link.springer.com/book/10.1007/978-3-030-78368-6","Book"
"HCI International 2022 Posters","Communications in Computer and Information Science","","","","10.1007/978-3-031-06394-7","Prof. Constantine StephanidisDr. Margherita AntonaDr. Stavroula Ntoa","2022","http://link.springer.com/book/10.1007/978-3-031-06394-7","Book"
"2021 International Conference on Big Data Analytics for Cyber-Physical System in Smart City","Lecture Notes on Data Engineering and Communications Technologies","","","","10.1007/978-981-16-7469-3","Prof. Mohammed AtiquzzamanProf. Dr. Dr. Neil YenProf. Zheng Xu","2022","http://link.springer.com/book/10.1007/978-981-16-7469-3","Book"
"Advanced Intelligent Technologies for Industry","Smart Innovation, Systems and Technologies","","","","10.1007/978-981-16-9735-7","Prof. Dr. Kazumi NakamatsuProf. Dr. Roumen KountchevProf. Srikanta PatnaikProf. Jair M. AbeProf. Andrey Tyugashev","2022","http://link.springer.com/book/10.1007/978-981-16-9735-7","Book"
"Proceedings of International Conference on Network Security and Blockchain Technology","Lecture Notes in Networks and Systems","","","","10.1007/978-981-19-3182-6","Dr. Debasis GiriDr. Jyotsna Kumar MandalDr. Kouichi SakuraiProf. Dr. Debashis De","2022","http://link.springer.com/book/10.1007/978-981-19-3182-6","Book"
"Proceedings of the 1st Conference of the European Association on Quality Control of Bridges and Structures","Lecture Notes in Civil Engineering","","","","10.1007/978-3-030-91877-4","Prof. Carlo PellegrinoDr. Flora FaleschiniDr. Mariano Angelo ZaniniProf. José C. MatosProf. Joan R. CasasProf. Alfred Strauss","2022","http://link.springer.com/book/10.1007/978-3-030-91877-4","Book"
"Graph Transformation","Lecture Notes in Computer Science","","","","10.1007/978-3-031-09843-7","Nicolas BehrDr. Daniel Strüber","2022","http://link.springer.com/book/10.1007/978-3-031-09843-7","Book"
"Advances in Smart Vehicular Technology, Transportation, Communication and Applications","Smart Innovation, Systems and Technologies","","","","10.1007/978-981-16-4039-1","Prof. Tsu-Yang WuDr. Shaoquan NiDr. Shu-Chuan ChuProf. Chi-Hua ChenProf. Margarita Favorskaya","2022","http://link.springer.com/book/10.1007/978-981-16-4039-1","Book"
"Advances in Information and Communication","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-98015-3","Prof. Dr. Kohei Arai","2022","http://link.springer.com/book/10.1007/978-3-030-98015-3","Book"
"Product Lifecycle Management. Green and Blue Technologies to Support Smart and Sustainable Organizations","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-030-94335-6","Prof. Osiris Canciglieri JuniorProf. Frédéric NoëlLouis RivestProf. Dr. Abdelaziz Bouras","2022","http://link.springer.com/book/10.1007/978-3-030-94335-6","Book"
"Future of Organizations and Work After the 4th Industrial Revolution","Studies in Computational Intelligence","","","","10.1007/978-3-030-99000-8","Prof. Allam HamdanDr. Arezou HarrafDr. Pallvi AroraAssist. Prof. Bahaaeddin AlareeniDr. Reem Khamis Hamdan","2022","http://link.springer.com/book/10.1007/978-3-030-99000-8","Book"
"The proceedings of the 16th Annual Conference of China Electrotechnical Society","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-19-1870-4","Prof. Xidong LiangProf. Yaohua LiProf. Jinghan HeProf. Qingxin Yang","2022","http://link.springer.com/book/10.1007/978-981-19-1870-4","Book"
"The B Method Meets MDE: Review, Progress and Future","Research Challenges in Information Science","","","","10.1007/978-3-031-05760-1_29","Akram Idani","2022","http://link.springer.com/chapter/10.1007/978-3-031-05760-1_29","Chapter"
"International Conference on Cognitive based Information Processing and Applications (CIPA 2021)","Lecture Notes on Data Engineering and Communications Technologies","","","","10.1007/978-981-16-5854-9","Bernard J. JansenHaibo LiangDr. Jun Ye","2022","http://link.springer.com/book/10.1007/978-981-16-5854-9","Book"
"Advances in Applied Nonlinear Dynamics, Vibration and Control -2021","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-16-5912-6","Xingjian JingHu DingJiqiang Wang","2022","http://link.springer.com/book/10.1007/978-981-16-5912-6","Book"
"Smart Trends in Computing and Communications","Lecture Notes in Networks and Systems","","","","10.1007/978-981-16-4016-2","Prof. Yu-Dong ZhangProf. Tomonobu SenjyuProf. Chakchai So-InDr. Amit Joshi","2022","http://link.springer.com/book/10.1007/978-981-16-4016-2","Book"
"Intelligent and Fuzzy Systems","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-09173-5","Prof. Cengiz KahramanProf. A. Cagri TolgaProf. Sezi Cevik OnarProf. Selcuk CebiProf. Basar OztaysiProf. Irem Ucal Sari","2022","http://link.springer.com/book/10.1007/978-3-031-09173-5","Book"
"Intelligent Computing","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-10467-1","Prof. Dr. Kohei Arai","2022","http://link.springer.com/book/10.1007/978-3-031-10467-1","Book"
"Advances in Computational Intelligence Systems","Advances in Intelligent Systems and Computing","","","","10.1007/978-3-030-87094-2","Thomas JansenRichard JensenNeil Mac ParthaláinProf. Chih-Min Lin","2022","http://link.springer.com/book/10.1007/978-3-030-87094-2","Book"
"Proceedings of the International Conference on Aerospace System Science and Engineering 2021","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-16-8154-7","Prof. Zhongliang JingProf. Dmitry Strelets","2023","http://link.springer.com/book/10.1007/978-981-16-8154-7","Book"
"Proceedings of Third International Conference on Communication, Computing and Electronics Systems","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-16-8862-1","Dr. V. BindhuProf. João Manuel R. S. TavaresDr. Ke-Lin Du","2022","http://link.springer.com/book/10.1007/978-981-16-8862-1","Book"
"Proceedings of the International Conference on Paradigms of Communication, Computing and Data Sciences","Algorithms for Intelligent Systems","","","","10.1007/978-981-16-5747-4","Dr. Mohit DuaDr. Ankit Kumar JainDr. Anupam YadavDr. Nitin KumarProf. Patrick Siarry","2022","http://link.springer.com/book/10.1007/978-981-16-5747-4","Book"
"Wireless and Satellite Systems","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","10.1007/978-3-030-93398-2","Qing GuoWeixiao MengProf. Min JiaXue Wang","2022","http://link.springer.com/book/10.1007/978-3-030-93398-2","Book"
"Intelligent Computing","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-80119-9","Prof. Dr. Kohei Arai","2022","http://link.springer.com/book/10.1007/978-3-030-80119-9","Book"
"Proceedings of Seventh International Congress on Information and Communication Technology","Lecture Notes in Networks and Systems","","","","10.1007/978-981-19-1610-6","Dr. Xin-She YangDr. Simon SherrattDr. Nilanjan DeyDr. Amit Joshi","2023","http://link.springer.com/book/10.1007/978-981-19-1610-6","Book"
"Machine Learning for Smart Environments/Cities","Intelligent Systems Reference Library","","","","10.1007/978-3-030-97516-6","Gonçalo MarquesDr. Alfonso González-BrionesJosé Manuel Molina López","2022","http://link.springer.com/book/10.1007/978-3-030-97516-6","Book"
"Advances in Computing, Informatics, Networking and Cybersecurity","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-87049-2","Assoc. Prof. Petros NicopolitidisProf. Sudip MisraProf. Dr. Laurence T. YangDr. Bernard ZeiglerProf. Zhaolng Ning","2022","http://link.springer.com/book/10.1007/978-3-030-87049-2","Book"
"Product Lifecycle Management. Green and Blue Technologies to Support Smart and Sustainable Organizations","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-030-94399-8","Prof. Osiris Canciglieri JuniorProf. Frédéric NoëlLouis RivestProf. Dr. Abdelaziz Bouras","2022","http://link.springer.com/book/10.1007/978-3-030-94399-8","Book"
"Reliability, Safety, and Security of Railway Systems. Modelling, Analysis, Verification, and Certification","Lecture Notes in Computer Science","","","","10.1007/978-3-031-05814-1","Simon Collart-DutilleulAnne E. HaxthausenThierry Lecomte","2022","http://link.springer.com/book/10.1007/978-3-031-05814-1","Book"
"Intelligent and Fuzzy Systems","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-09176-6","Prof. Cengiz KahramanProf. A. Cagri TolgaProf. Sezi Cevik OnarProf. Selcuk CebiProf. Basar OztaysiProf. Irem Ucal Sari","2022","http://link.springer.com/book/10.1007/978-3-031-09176-6","Book"
"European Workshop on Structural Health Monitoring","Lecture Notes in Civil Engineering","","","","10.1007/978-3-031-07254-3","Prof. Piervincenzo RizzoProf. Alberto Milazzo","2023","http://link.springer.com/book/10.1007/978-3-031-07254-3","Book"
"Advanced Hybrid Information Processing","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","10.1007/978-3-030-94551-0","Shuai LiuDr. Xuefei Ma","2022","http://link.springer.com/book/10.1007/978-3-030-94551-0","Book"
"NASA Formal Methods","Lecture Notes in Computer Science","","","","10.1007/978-3-031-06773-0","Jyotirmoy V. DeshmukhDr. Klaus HavelundIvan Perez","2022","http://link.springer.com/book/10.1007/978-3-031-06773-0","Book"
"Business Process Management Workshops","Lecture Notes in Business Information Processing","","","","10.1007/978-3-030-94343-1","Andrea MarrellaProf. Barbara Weber","2022","http://link.springer.com/book/10.1007/978-3-030-94343-1","Book"
"Proceedings of Second International Conference on Sustainable Expert Systems","Lecture Notes in Networks and Systems","","","","10.1007/978-981-16-7657-4","Dr. Subarna ShakyaDr. Ke-Lin DuDr. Wang Haoxiang","2022","http://link.springer.com/book/10.1007/978-981-16-7657-4","Book"
